date,margin,mktcap,ratio
2000-01-01,264556.0,20970787.0,1.2615454059974
2000-04-01,244551.0,20212237.0,1.2099155575901865
2000-07-01,250953.0,20167062.0,1.2443706475440002
2000-10-01,204032.0,18244390.0,1.1183273324019054
2001-01-01,174009.0,16176989.0,1.0756575281098355
2001-04-01,180048.0,17318598.0,1.03962226041623
2001-07-01,240599.0,14648303.0,1.6425042545883985
2001-10-01,181457.0,16388532.0,1.1072193653464508
2002-01-01,177105.0,16565905.0,1.0690934180776723
2002-04-01,154180.0,14744856.0,1.045652802577387
2002-07-01,137923.0,12319554.0,1.1195453991272737
2002-10-01,134271.0,13194274.0,1.0176459879490147
2003-01-01,146927.0,12746794.0,1.1526584645519493
2003-04-01,231714.0,14798010.0,1.565845677898582
2003-07-01,206478.0,15485680.0,1.3333479705121118
2003-10-01,165058.0,17330352.0,0.9524215088072071
2004-01-01,173275.0,17987179.0,0.9633250439104432
2004-04-01,187313.0,18196677.0,1.0293802544277726
2004-07-01,183598.0,17976538.0,1.0213201229291202
2004-10-01,220159.0,19800437.0,1.111889601224458
2005-01-01,218596.0,19660830.0,1.111835054776426
2005-04-01,218719.0,20135795.0,1.086219838849174
2005-07-01,224458.0,21052180.0,1.0661983699550355
2005-10-01,204627.0,21515809.0,0.9510541760247081
2006-01-01,219468.0,23076802.0,0.9510329897530861
2006-04-01,224201.0,22482177.0,0.9972388350113959
2006-07-01,227398.0,23265973.0,0.9773844403584583
2006-10-01,255320.0,24973843.0,1.0223496640064567
2007-01-01,252846.0,25747519.0,0.9820208308225737
2007-04-01,299152.0,26986746.0,1.1085145278352566
2007-07-01,251019.0,27350194.0,0.917796049271168
2007-10-01,261789.0,26300070.0,0.995392787927941
2008-01-01,311598.0,24040380.0,1.296144237320708
2008-04-01,253140.0,23353626.0,1.0839430245221877
2008-07-01,354561.0,20765085.0,1.7074863888108331
2008-10-01,143387.0,16482304.0,0.869945124176814
2009-01-01,119811.0,14676999.0,0.8163181042664104
2009-04-01,134256.0,17266048.0,0.777572262048617
2009-07-01,153329.0,20171626.0,0.7601221636768399
2009-10-01,180162.0,21008142.0,0.8575817890035207
2010-01-01,175206.0,22059689.0,0.7942360384137781
2010-04-01,189796.0,19869865.0,0.9551952164747974
2010-07-01,196912.0,22214710.0,0.886403648753461
2010-10-01,213677.0,24428137.0,0.8747167252255054
2011-01-01,245305.0,25872209.0,0.9481409183112274
2011-04-01,237264.0,25727048.0,0.9222356175492812
2011-07-01,212824.0,21768237.0,0.9776813804443603
2011-10-01,192510.0,23655389.0,0.8138103330281315
2012-01-01,208971.0,26479663.0,0.7891754513643169
2012-04-01,202290.0,25438589.0,0.7952091996926403
2012-07-01,207146.0,26839567.0,0.7717933750570566
2012-10-01,215543.0,27064003.0,0.7964195097081536
2013-01-01,231135.0,29897022.0,0.7731037559526832
2013-04-01,236450.0,30442243.0,0.7767167484997738
2013-07-01,226671.0,32292001.0,0.7019416356391169
2013-10-01,241978.0,34766495.0,0.6960091893071187
2014-01-01,239103.0,35829753.0,0.6673308632632773
2014-04-01,267897.0,37524583.0,0.7139239895084244
2014-07-01,274304.0,37118432.0,0.7389967334827074
2014-10-01,258076.0,38422608.0,0.6716774665582306
2015-01-01,258279.0,39029384.0,0.6617552559886674
2015-04-01,262611.0,39019763.0,0.673020489642646
2015-07-01,243305.0,35849034.0,0.6786933226708424
2015-10-01,227702.0,37357372.0,0.6095236035339959
2016-01-01,222864.0,37459822.0,0.594941428178703
2016-04-01,234006.0,38153071.0,0.6133346382523178
2016-07-01,248143.0,39521646.0,0.6278660559835995
2016-10-01,225040.0,40313791.0,0.558220882774334
2017-01-01,241453.0,42634391.0,0.5663338782064461
2017-04-01,256737.0,43897878.0,0.584850593461488
2017-07-01,260075.0,45601371.0,0.5703227650765149
2017-10-01,290362.0,48133249.0,0.6032462092887184
2018-01-01,306286.0,47800743.0,0.6407557305123897
2018-04-01,298992.0,48618317.0,0.6149780956012937
2018-07-01,301923.0,50851096.0,0.5937394151740604
2018-10-01,275326.0,44014308.0,0.6255374956707259
2019-01-01,268079.0,49406517.0,0.542598459227555
2019-04-01,277823.0,50878844.0,0.546048176723512
2019-07-01,280339.0,50874157.0,0.5510440202478442
2019-10-01,286260.0,54708167.0,0.5232491156210735
2020-01-01,300621.0,43074224.0,0.6979139078628556
2020-04-01,281771.0,51956088.0,0.5423252805330532
2020-07-01,333573.0,56591701.0,0.5894380167155605
2020-10-01,411054.0,65517579.0,0.6273949774609345
2021-01-01,470398.0,70188534.0,0.6701920857899668
2021-04-01,494562.0,75787541.0,0.6525637241614688
2021-07-01,513678.0,76046448.0,0.6754792807679854
2021-10-01,517568.0,81253224.0,0.6369814938050951
2022-01-01,519187.0,77223379.0,0.6723184179754682
2022-04-01,466897.0,64869825.0,0.7197445037041491
2022-07-01,458614.0,61595842.0,0.7445535041147745
2022-10-01,381610.0,65308604.0,0.5843181091422502
2023-01-01,370528.0,69163887.0,0.5357246622070272
2023-04-01,380525.0,73545129.0,0.5174034027460881
2023-07-01,401990.0,71003946.0,0.5661516333190835
2023-10-01,397939.0,78220902.0,0.5087374216165392
2024-01-01,433768.0,85046682.0,0.510035182795256
2024-04-01,451005.0,86971774.0,0.518564793216705
2024-07-01,451493.0,92384255.0,0.4887120646261639
2024-10-01,485515.0,93815167.0,0.51752292888846
2025-01-01,476860.0,90470587.0,0.5270884337248746
2025-04-01,506422.0,99893074.0,0.5069640764083404
2025-07-01,566101.0,108454575.0,0.5219706038219226
