as_of_date,V5_TDSP,zscore_level,pctl_5y,pctl_10y,delta_4q,delta_8q,delta_4q_zscore,delta_8q_zscore,yoy_pct
1982-10-31,10.418289,,,,0.10213099999999997,0.015653999999999613,,,0.9900100405596746
1982-11-30,10.418289,,,,0.10213099999999997,0.015653999999999613,,,0.9900100405596746
1982-12-31,10.418289,,,,0.10213099999999997,0.015653999999999613,,,0.9900100405596746
1983-01-31,10.383283,,,,-0.009299999999999642,0.13016200000000033,,,-0.089486896568447
1983-02-28,10.383283,,,,-0.009299999999999642,0.13016200000000033,,,-0.089486896568447
1983-03-31,10.383283,,,,-0.009299999999999642,0.13016200000000033,,,-0.089486896568447
1983-04-30,10.345889,,,,-0.11519299999999966,0.05400200000000055,,,-1.1011576049207883
1983-05-31,10.345889,,,,-0.11519299999999966,0.05400200000000055,,,-1.1011576049207883
1983-06-30,10.345889,,,,-0.11519299999999966,0.05400200000000055,,,-1.1011576049207883
1983-07-31,10.37106,,,,-0.14492899999999942,-0.05365100000000034,,,-1.3781775541986563
1983-08-31,10.37106,,,,-0.14492899999999942,-0.05365100000000034,,,-1.3781775541986563
1983-09-30,10.37106,,,,-0.14492899999999942,-0.05365100000000034,,,-1.3781775541986563
1983-10-31,10.377321,,,,-0.04096799999999945,0.06116300000000052,,,-0.39323155654444886
1983-11-30,10.377321,,,,-0.04096799999999945,0.06116300000000052,,,-0.39323155654444886
1983-12-31,10.377321,,,,-0.04096799999999945,0.06116300000000052,,,-0.39323155654444886
1984-01-31,10.427236,,,,0.04395300000000013,0.03465300000000049,,,0.42330542276465266
1984-02-29,10.427236,,,,0.04395300000000013,0.03465300000000049,,,0.42330542276465266
1984-03-31,10.427236,,,,0.04395300000000013,0.03465300000000049,,,0.42330542276465266
1984-04-30,10.489086,,,,0.14319700000000068,0.028004000000001028,,,1.384095653838946
1984-05-31,10.489086,,,,0.14319700000000068,0.028004000000001028,,,1.384095653838946
1984-06-30,10.489086,,,,0.14319700000000068,0.028004000000001028,,,1.384095653838946
1984-07-31,10.623422,,,,0.25236199999999975,0.10743300000000033,,,2.433328897914011
1984-08-31,10.623422,,,,0.25236199999999975,0.10743300000000033,,,2.433328897914011
1984-09-30,10.623422,,,,0.25236199999999975,0.10743300000000033,,,2.433328897914011
1984-10-31,10.736276,,,,0.3589549999999999,0.31798700000000046,,,3.4590334056352257
