as_of_date,V2_Ratio,zscore_level,pctl_5y,pctl_10y,delta_12m,delta_24m,delta_12m_zscore,delta_24m_zscore,yoy_pct
2007-06-30,32.47794270094647,-0.14947671103613322,41.66666666666667,,-4.726610487675046,-3.6330599942725996,-1.761941475905058,,-12.70438718538518
2007-07-31,32.150799499816216,-0.2610221228881264,35.0,,0.09549524573975532,-4.158927854039945,-0.25346285459271245,-1.650730618232083,0.2979077814480924
2007-08-28,32.150799499816216,-0.25890029480685905,33.33333333333333,,0.09549524573975532,-4.158927854039945,-0.2509517169518576,-1.578086417575437,0.2979077814480924
2007-09-30,32.150799499816216,-0.2568294330253111,31.666666666666664,,0.09549524573975532,-4.158927854039945,-0.2485138412824866,-1.5143118573825356,0.2979077814480924
2007-10-30,32.32402848515672,-0.19377448835342923,40.0,,0.011957062097934568,-3.8262614845512743,-0.2726643743173765,-1.3824472997907198,0.037004938313556224
2007-11-30,32.32402848515672,-0.192311933558783,38.333333333333336,,0.011957062097934568,-3.8262614845512743,-0.2700810411335594,-1.3375993066256482,0.037004938313556224
2007-12-30,32.32402848515672,-0.19088201715793213,36.666666666666664,,0.011957062097934568,-3.8262614845512743,-0.2675698555900497,-1.2968772348367394,0.037004938313556224
2008-01-31,32.39942747141932,-0.16231354576770243,40.0,,0.6328244485101102,-4.06488650031681,-0.06263154127155246,-1.3130802169000946,1.9921061375487215
2008-02-29,32.39942747141932,-0.16115255768495668,38.333333333333336,,0.6328244485101102,-4.06488650031681,-0.06210562832047788,-1.2756450894007847,1.9921061375487215
2008-03-30,32.39942747141932,-0.1600161366033624,36.666666666666664,,0.6328244485101102,-4.06488650031681,-0.06159274087683191,-1.2412583620394493,1.9921061375487215
2008-04-30,33.5798389468275,0.2757405781504498,60.0,,1.1018962458810293,-3.624714241794017,0.09610733173750177,-1.1118096168623197,3.3927526014414733
2008-05-30,33.5798389468275,0.27375427536829233,58.333333333333336,,1.1018962458810293,-3.624714241794017,0.09533471464716589,-1.0872306566218857,3.3927526014414733
2008-06-30,33.5798389468275,0.2718103301656994,56.666666666666664,,1.1018962458810293,-3.624714241794017,0.09458043350819838,-1.0642227779875302,3.3927526014414733
2008-07-31,34.76496171024845,0.7126879166071367,70.0,,2.6141622104322337,2.709657456171989,0.6116362455243499,0.4053990306125743,8.130939980037443
2008-08-29,34.76496171024845,0.7057514263102432,68.33333333333333,,2.6141622104322337,2.709657456171989,0.6052205150017034,0.4009971528580414,8.130939980037443
2008-09-30,34.76496171024845,0.6990143555013957,66.66666666666666,,2.6141622104322337,2.709657456171989,0.5990033055843906,0.39673600337237325,8.130939980037443
2008-10-30,33.77678212301285,0.31950868132201443,55.00000000000001,,1.4527536378561337,1.4647106999540682,0.18933321332275052,0.09894558357466703,4.4943458657179525
2008-11-30,33.77678212301285,0.3173259175443866,53.333333333333336,,1.4527536378561337,1.4647106999540682,0.18790656519421337,0.09806564274836764,4.4943458657179525
2008-12-30,33.77678212301285,0.3151873415215756,51.66666666666667,,1.4527536378561337,1.4647106999540682,0.18651170085135024,0.09720876371973448,4.4943458657179525
