as_of_date,factor_raw,factor_pctl_5Y,factor_pctl_10Y
2018-03-28,12.607808994392503,60.0,80.0
2018-04-30,13.139803927259667,78.33333333333333,89.16666666666667
2018-05-30,13.369684777940233,90.0,95.0
2018-06-30,12.985495447525643,70.0,85.0
2018-07-30,12.377154180712227,50.0,75.0
2018-08-31,13.245473679456055,78.33333333333333,89.16666666666667
2018-09-30,12.850793425711334,65.0,82.5
2018-10-30,11.83356984238185,21.666666666666668,60.83333333333333
2018-11-30,13.170243363012466,75.0,87.5
2018-12-30,12.269570757598865,38.333333333333336,69.16666666666667
2019-01-31,13.645383954488151,95.0,97.5
2019-02-28,12.69232822036527,53.333333333333336,76.66666666666667
2019-03-28,11.94321337523597,18.333333333333332,58.333333333333336
2019-04-30,11.912314301006791,16.666666666666664,57.49999999999999
2019-05-30,13.010131785657498,66.66666666666666,83.33333333333334
2019-06-30,12.537059685663355,41.66666666666667,70.83333333333334
2019-07-30,11.989618498253376,18.333333333333332,57.49999999999999
2019-08-31,13.175708455668758,73.33333333333333,86.66666666666667
2019-09-30,12.270259202241087,33.33333333333333,65.0
2019-10-30,13.062434484124333,66.66666666666666,83.33333333333334
2019-11-30,13.019671461878776,63.33333333333333,81.66666666666667
2019-12-30,12.379301244004104,33.33333333333333,66.66666666666666
2020-01-31,13.716111448373697,95.0,97.5
2020-02-29,12.419986955475453,33.33333333333333,65.83333333333333
2020-03-29,11.693526382142421,6.666666666666667,45.83333333333333
2020-04-30,15.830513689828049,100.0,100.0
2020-05-30,15.054827099965618,98.33333333333333,99.16666666666667
2020-06-30,14.442080347300523,96.66666666666667,98.33333333333333
2020-07-30,16.062886573415096,100.0,100.0
2020-08-31,15.626445192062777,96.66666666666667,98.33333333333333
2020-09-30,16.293476218905422,100.0,100.0
2020-10-30,16.50626345401695,100.0,100.0
2020-11-30,16.175367008570575,96.66666666666667,98.33333333333333
2020-12-30,21.870668555303126,100.0,100.0
2021-01-31,22.33559935335232,100.0,100.0
2021-02-28,21.372042296280046,96.66666666666667,98.33333333333333
2021-03-28,21.99004787548263,98.33333333333333,99.16666666666667
2021-04-30,23.980411166361947,100.0,100.0
2021-05-30,23.11529157312055,98.33333333333333,99.16666666666667
2021-06-30,24.898636792458436,100.0,100.0
2021-07-30,26.450792678982456,100.0,100.0
2021-08-31,26.37889552050689,98.33333333333333,99.16666666666667
2021-09-30,26.913828582157073,100.0,100.0
2021-10-30,26.457423661635598,98.33333333333333,99.16666666666667
2021-11-30,26.33817850688057,93.33333333333333,96.66666666666667
2021-12-30,27.37566564906147,100.0,100.0
2022-01-31,28.12773237964244,100.0,100.0
2022-02-28,27.43629786487951,98.33333333333333,99.16666666666667
2022-03-28,27.40550497680231,96.66666666666667,98.33333333333333
2022-04-30,27.946929137702426,98.33333333333333,99.16666666666667
2022-05-30,27.31171333424291,91.66666666666666,95.83333333333334
2022-06-30,28.377028231988373,100.0,100.0
2022-07-30,28.453840087763798,100.0,100.0
2022-08-31,27.928479465330646,93.33333333333333,96.66666666666667
2022-09-30,29.921034039493748,100.0,100.0
2022-10-30,29.166127208237462,98.33333333333333,99.16666666666667
2022-11-30,29.772397778443406,98.33333333333333,99.16666666666667
