,SPX,V1_raw,V1_pctl_5y,V1_pctl_10y,V1_delta_4q,V1_delta_zscore
2024-07-31,5522.29,29.9592423954,50.0,75.0,-0.4534088541999992,-0.5667689420451683
2024-08-31,5648.39,29.9592423954,50.0,75.0,-0.4534088541999992,-0.5667689420451683
2024-09-30,5762.49,30.026436574,55.00000000000001,77.5,-0.17165163849999843,-0.3590325835992559
2024-10-31,5705.44,30.026436574,55.00000000000001,77.5,-0.17165163849999843,-0.3590325835992559
2024-11-30,6032.39,30.026436574,55.00000000000001,77.5,-0.17165163849999843,-0.3590325835992559
2024-12-31,5881.62,29.6614187544,40.0,70.0,-0.4334786954000016,-0.5144908595540535
2025-01-31,6040.52,29.6614187544,40.0,70.0,-0.4334786954000016,-0.5144908595540535
2025-02-28,5954.51,29.6614187544,40.0,70.0,-0.4334786954000016,-0.5144908595540535
2025-03-31,5611.84,29.3152728125,30.0,65.0,-0.7089400337999976,-0.674315706188107
2025-04-30,5569.07,29.3152728125,30.0,65.0,-0.7089400337999976,-0.674315706188107
2025-05-31,5911.68,29.3152728125,30.0,65.0,-0.7089400337999976,-0.674315706188107
2025-06-30,6204.94,29.1127484126,25.0,62.5,-0.846493982800002,-0.7421247338916804
2025-07-31,6339.38,29.1127484126,25.0,62.5,-0.846493982800002,-0.7421247338916804
2025-08-31,6460.25,29.1127484126,25.0,62.5,-0.846493982800002,-0.7421247338916804
2025-09-30,6688.47,29.5020068366,40.0,67.5,-0.524429737400002,-0.5089271078778225
