date,ig_oas_raw,us_10y,ig_spread_pctl_1y,ig_spread_pctl_5y,ig_spread_zscore_3m,ig_spread_zscore_1y,ig_spread_zscore_3y,ig_spread_delta_zscore_3m,ig_spread_delta_zscore_1y
2009-08-24,2.57,3.48,2.3904382470119523,71.6441620333598,-1.4154371013441913,-1.911385738260562,-0.12302644613088283,-1.251819337027849,-2.5220839621810907
2009-08-25,2.55,3.45,2.3904382470119523,71.40587768069896,-1.4391955843215845,-1.9166104919729487,-0.13555313383558062,-1.1852195142342679,-2.6654704769115614
2009-08-26,2.54,3.44,1.1952191235059761,71.0087370929309,-1.4349681360171884,-1.91302651636413,-0.14246461516916528,-1.1173580015171427,-2.7229905718806853
2009-08-27,2.53,3.47,0.398406374501992,70.37331215250198,-1.4299624007884955,-1.9059146093437567,-0.14937834244536335,-1.0614243428597305,-3.1787856669140906
2009-08-28,2.52,3.46,0.0,69.65845909451946,-1.4193733040144765,-1.896411446108415,-0.15630310433282846,-0.9552623048993263,-3.5584086043887315
2009-08-31,2.53,3.4,0.796812749003984,70.29388403494838,-1.3544579376864365,-1.8702657739163433,-0.1519712765857866,-0.8722474461503371,-3.737934839698328
2009-09-01,2.54,3.38,2.3904382470119523,70.92930897537728,-1.2917883772050496,-1.8440647927070644,-0.14764128241375607,-0.8214409503262161,-3.8482644866606077
2009-09-02,2.54,3.29,2.3904382470119523,70.84988085782366,-1.2554718467273351,-1.827672238790305,-0.14895069798195767,-0.7399684710050747,-3.5019274977492003
2009-09-03,2.54,3.33,2.3904382470119523,70.77045274027004,-1.2195146613019567,-1.8119791907671825,-0.15026229440617975,-0.6841349428368793,-3.399992499272361
2009-09-04,2.53,3.45,0.796812749003984,69.97617156473392,-1.21202827076618,-1.803713004788651,-0.1572218274661696,-0.6521666952450988,-3.4780003674088076
2009-09-07,2.53,,0.796812749003984,69.8967434471803,-1.1759908932534182,-1.787408064061873,-0.15853415339404742,-0.580038144168511,-3.5601318541760296
2009-09-08,2.51,3.47,0.0,68.86417791898332,-1.1956127584658078,-1.7859822833663233,-0.17115652833345796,-0.5395954880553169,-3.6627930768893036
2009-09-09,2.5,3.48,0.0,67.83161239078633,-1.1869289201018036,-1.775897679315557,-0.17812392794882326,-0.5070073352896907,-3.911288483459663
2009-09-10,2.47,3.36,0.0,66.87847498014297,-1.2337022008455973,-1.7806317561672407,-0.1964180705537443,-0.48947885573583805,-3.9611944704435857
2009-09-11,2.44,3.34,0.0,66.71961874503575,-1.2787996387858787,-1.7854649312384838,-0.2147153215707756,-0.4803445912057742,-3.8225834193533736
2009-09-14,2.42,3.42,0.0,66.40190627482129,-1.2954025599833838,-1.7824120538994621,-0.22735478298025572,-0.4798858410365521,-3.869182745275211
2009-09-15,2.39,3.47,0.0,65.9253375694996,-1.3387435390068707,-1.7857770059084102,-0.2456712652397024,-0.4611691813165908,-4.149283083313209
2009-09-16,2.36,3.48,0.0,65.52819698173154,-1.3794984932699976,-1.7887950280582465,-0.26400021620872205,-0.4340667274513734,-4.168819342778542
2009-09-17,2.35,3.42,0.0,65.44876886417792,-1.3644641266271378,-1.7767940407151182,-0.27096707072513143,-0.42556054883866445,-4.322203558589333
2009-09-18,2.33,3.49,0.0,65.13105639396346,-1.3778132842553372,-1.7720825478798543,-0.2836228980567589,-0.4078707458709885,-4.3524454492828575
2009-09-21,2.32,3.49,0.0,65.05162827640984,-1.3638682233093093,-1.7600996947829872,-0.2905905023618655,-0.39131848273929815,-4.441316366422108
2009-09-22,2.3,3.46,0.0,64.33677521842732,-1.3795187974783942,-1.7553492634352459,-0.303265340076369,-0.3910519940099917,-4.4990440142030605
2009-09-23,2.31,3.44,0.398406374501992,64.65448768864178,-1.313029551085498,-1.7295557819817209,-0.29883565829573794,-0.3701040335959367,-4.930189096678987
2009-09-24,2.31,3.4,0.398406374501992,64.57505957108816,-1.277911931757892,-1.7113732002601945,-0.3001215952709093,-0.34814033279403356,-4.87109419651742
2009-09-25,2.31,3.34,0.398406374501992,64.49563145353456,-1.2440061127835476,-1.6934165244689585,-0.30140995045130786,-0.30949708150799093,-4.462369788868701
2009-09-28,2.32,3.31,1.593625498007968,64.97220015885623,-1.1834059681094413,-1.6688672535519766,-0.2969789090555104,-0.28117888891877674,-4.456623989909337
2009-09-29,2.33,3.31,2.3904382470119523,65.05162827640984,-1.124559283214999,-1.6449060220407348,-0.29256027153089115,-0.2450729315543272,-4.592252219580624
2009-09-30,2.35,3.31,3.187250996015936,65.3693407466243,-1.03752426136234,-1.614651113478097,-0.2824234693389991,-0.21086023332411497,-4.664409207685016
2009-10-01,2.38,3.21,4.382470119521913,65.68705321683876,-0.9210208502192462,-1.5781627241785887,-0.26656347430599014,-0.17912897468848743,-4.62719057114465
2009-10-02,2.39,3.24,4.780876494023905,65.9253375694996,-0.8671710672122762,-1.5561497227106187,-0.2621626961623898,-0.14474545959180984,-4.592042874893319
2009-10-05,2.38,3.24,4.382470119521913,65.60762509928514,-0.8804234746822387,-1.5482557015346685,-0.2692311971390967,-0.14183387517917834,-4.5595479947334505
2009-10-06,2.35,3.27,3.187250996015936,65.13105639396346,-0.9649699579075168,-1.5541594242300123,-0.28776877773841686,-0.13553335890921825,-4.539771950885301
2009-10-07,2.35,3.21,3.187250996015936,65.05162827640984,-0.9504061524872244,-1.5396735522995362,-0.2890831240147565,-0.11746078094722345,-4.588598744758949
2009-10-08,2.34,3.27,3.187250996015936,64.89277204130262,-0.9759675920292544,-1.5323171214339804,-0.29615694492064115,-0.09816427319843601,-4.584412775939887
2009-10-09,2.33,3.4,2.3904382470119523,64.49563145353456,-1.0066530574403323,-1.5251002139094039,-0.3032131773179663,-0.07048806533118679,-4.543362505924312
2009-10-12,2.33,,2.3904382470119523,64.41620333598094,-0.998481170089375,-1.5112981288266274,-0.3045167874953519,-0.010608651336686536,-4.51636418838293
2009-10-13,2.33,3.34,2.3904382470119523,64.33677521842732,-0.9922222719530381,-1.497709392595121,-0.3058332650735255,0.0313966355635682,-4.454186194282688
2009-10-14,2.31,3.45,0.398406374501992,63.542494042891185,-1.0753189676170518,-1.4976243752307916,-0.31868067995599847,0.08539794870481687,-4.316930030740413
2009-10-15,2.3,3.49,0.0,63.065925337569496,-1.1199670289839365,-1.490809042081206,-0.3257732731682722,0.11092822597352692,-4.276747911499407
2009-10-16,2.29,3.43,0.0,62.82764098490866,-1.1684474745539923,-1.4840524966294757,-0.3328688374093262,0.15336712859308643,-4.211895079130716
2009-10-19,2.28,3.41,0.0,62.66878474980143,-1.225208277671812,-1.4772834140682132,-0.3399780771582584,0.17812094213039797,-4.108632309562551
2009-10-20,2.26,3.35,0.0,62.589356632247814,-1.345863484482253,-1.4772764486758962,-0.3528614409329938,0.20418192093018384,-4.072738905188719
2009-10-21,2.25,3.42,0.0,62.5099285146942,-1.4155077660126325,-1.4705548731870273,-0.3599614556428307,0.24513239075821125,-4.015491810942812
2009-10-22,2.23,3.44,0.0,62.271644162033354,-1.5552797296800276,-1.4705135056647927,-0.37285487982999604,0.2700991685359657,-3.949104492930265
2009-10-23,2.21,3.51,0.0,62.112787926926124,-1.7004294205841786,-1.4704524653412578,-0.38575087695985,0.3030601546925522,-3.9271129745012225
2009-10-26,2.19,3.59,0.0,61.95393169181891,-1.8407195321994891,-1.4703853147348724,-0.39864919192580944,0.3437949545221759,-3.914454861637887
2009-10-27,2.18,3.49,0.0,61.79507545671168,-1.884285498362336,-1.4637467397238773,-0.4057459272644455,0.4155496695271579,-3.9152738933938087
2009-10-28,2.18,3.44,0.0,61.71564733915807,-1.842507080294894,-1.450599938354695,-0.4070369155363603,0.46633081370867635,-3.867141806680354
2009-10-29,2.18,3.53,0.0,61.63621922160445,-1.7966328315828475,-1.4377261279337512,-0.4083304999132358,0.49874808164530027,-3.8773258443458856
2009-10-30,2.18,3.41,0.0,61.55679110405083,-1.741399660200474,-1.4251243765853612,-0.409626693796735,0.5472138075099076,-3.8869723492445734
2009-10-31,2.18,,0.0,61.47736298649722,-1.6821699429489074,-1.4128444826040565,-0.410937020001169,0.5856061116001199,-3.920121874445811
2009-11-02,2.19,3.45,1.9920318725099602,61.87450357426529,-1.550437685319607,-1.394509414148657,-0.4047910582163227,0.6290721094862421,-4.007942648144492
2009-11-03,2.19,3.5,1.9920318725099602,61.79507545671168,-1.4950987928000865,-1.3832983145705904,-0.4061073472428481,0.6562090918799224,-4.083853779691389
2009-11-04,2.19,3.57,1.9920318725099602,61.71564733915807,-1.442020062422275,-1.372258689308493,-0.4074263495814715,0.6741017857583702,-4.047714326957675
2009-11-05,2.18,3.57,0.0,61.15965051628276,-1.462224238820088,-1.367986636372515,-0.41459804562328695,0.6599993275899798,-4.033898501565022
2009-11-06,2.18,3.54,0.0,61.08022239872915,-1.4129006502625479,-1.3572800406972585,-0.41592957558978594,0.6525446415691458,-4.007003261986051
2009-11-09,2.17,3.52,0.0,60.762509928514696,-1.4345002453789961,-1.3532931379076654,-0.42309981729273743,0.6551740862647313,-3.9790481678282585
2009-11-10,2.16,3.5,0.0,60.603653693407466,-1.4557725249937403,-1.3494780324410365,-0.42861736899233505,0.6408471755470482,-3.972951989707538
2009-11-11,2.16,,0.0,60.524225575853855,-1.4131043670946175,-1.3391639052865805,-0.4299203309940609,0.6087027222438373,-3.9328624822462537
2009-11-12,2.16,3.45,0.0,60.444797458300236,-1.3767082607168224,-1.3290875900750547,-0.4312377546749118,0.5934611535702663,-3.923598936513094
2009-11-13,2.16,3.43,0.0,60.365369340746625,-1.3433077120412722,-1.3193345364723024,-0.4325579259638813,0.5945402331421286,-3.9365284054747
2009-11-16,2.15,3.33,0.0,60.28594122319301,-1.384362253842646,-1.3164183737606179,-0.43974982400685736,0.5889941210146938,-3.93276210484314
2009-11-17,2.15,3.33,0.0,60.206513105639395,-1.3508966719326911,-1.3070584681038195,-0.44107077177495,0.6057603486194449,-3.915978828788515
2009-11-18,2.15,3.36,0.0,60.12708498808578,-1.3184929288605403,-1.2978814975279838,-0.44239449388007757,0.6135042407325781,-3.8923555405916077
2009-11-19,2.15,3.35,0.0,60.04765687053217,-1.2852645249509074,-1.2888237843405008,-0.44372100479283727,0.6277867076324479,-3.8550185355348767
2009-11-20,2.15,3.36,0.0,59.96822875297856,-1.252879268091748,-1.2799143351910247,-0.44506234568869807,0.6331121811731053,-3.825775562159677
2009-11-23,2.15,3.37,0.0,59.88880063542494,-1.2212454180767425,-1.271120172261535,-0.4464065623831379,0.6347944370822216,-3.790214204798844
2009-11-24,2.16,3.32,2.3904382470119523,60.28594122319301,-1.1123409996388474,-1.2557206464250565,-0.4418566633279981,0.6406907996833584,-3.7426649729029506
2009-11-25,2.16,3.28,2.3904382470119523,60.206513105639395,-1.0865280691189156,-1.24720279375699,-0.44321138452742403,0.6230629801593532,-3.715996649227519
2009-11-26,2.16,,2.3904382470119523,60.12708498808578,-1.0644885617057813,-1.2387932051819095,-0.4445811543555517,0.6052715875251549,-3.6830719314098563
2009-11-27,2.19,3.21,8.366533864541832,61.63621922160445,-0.7895788823193216,-1.2102809118140658,-0.4282190213904965,0.6173913269762392,-3.640074660307473
2009-11-30,2.21,3.21,10.358565737051793,62.03335980937251,-0.5920698642624023,-1.1884833054473116,-0.4177749267941769,0.6234958853198709,-3.5421495504758496
2009-12-01,2.21,3.28,10.358565737051793,61.95393169181891,-0.5702673124895146,-1.1802477436422614,-0.41917616079502096,0.6234652611463896,-3.4717772509991294
2009-12-02,2.19,3.32,8.366533864541832,61.39793486894361,-0.7460216196809316,-1.1856079313918009,-0.43244619859026046,0.6018001326700722,-3.4284497406531895
2009-12-03,2.17,3.39,5.179282868525896,60.365369340746625,-0.9347132185125884,-1.190969885609897,-0.44572072730957624,0.5950123977564263,-3.406546947219146
2009-12-04,2.15,3.48,0.0,59.17394757744241,-1.1371772857608238,-1.1963062680738357,-0.4590118332953848,0.5795914112417213,-3.378697561139405
2009-12-07,2.13,3.44,0.0,59.09451945988881,-1.343203101785771,-1.201588537800767,-0.47229454460849324,0.5790432183664738,-3.3450308016133397
2009-12-08,2.13,3.4,0.0,59.01509134233519,-1.3216440470701305,-1.1957308834332931,-0.4737003217552501,0.5897340478051907,
2009-12-09,2.12,3.45,0.0,58.85623510722796,-1.4109044565962814,-1.1942526201696015,-0.4810609976388084,0.5881594337298606,-3.325770012993642
2009-12-10,2.1,3.49,0.0,58.69737887212073,-1.604747015594868,-1.1997140193667992,-0.49435617628827805,0.5860629865416109,-3.31343064538181
2009-12-11,2.08,3.55,0.0,58.5385226370135,-1.7787101198606219,-1.2050399640526257,-0.5076670538336369,0.5837550640056208,-3.2622321432056123
2009-12-14,2.04,3.56,0.0,57.98252581413821,-2.1495246784813005,-1.2240168617881426,-0.5329126406743006,0.5527771789269755,-3.217680316364218
2009-12-15,2.02,3.6,0.0,56.791104050833994,-2.254960911850088,-1.2317405592785742,-0.5462173929575113,0.5403419886012801,
2009-12-16,2.01,3.61,0.0,56.71167593328038,-2.2394070444872196,-1.2298599218069544,-0.5535481900157999,0.5302397729760329,-3.213530738354966
2009-12-17,2.01,3.5,0.0,56.632247815726764,-2.122033694447726,-1.2209558894541814,-0.5549009465856275,0.5343933739810645,-3.1534520860879005
2009-12-18,1.99,3.55,0.0,56.473391580619534,-2.208230490806745,-1.2257131686038025,-0.5682266797640732,0.5038426133779184,-3.061212755359563
2009-12-21,1.98,3.69,0.0,56.314535345512304,-2.1880561637995117,-1.2233720576807,-0.5755773905445897,0.48800114257949456,-3.003351488048103
2009-12-22,1.96,3.76,0.0,56.07625099285147,-2.2554218905534325,-1.2278971154582028,-0.5889245100403033,0.4655194090107557,-2.958888933211854
2009-12-23,1.96,3.77,0.0,55.99682287529786,-2.142117190459182,-1.218429741073936,-0.590273903370973,0.45043751247804065,-2.9160881001228143
2009-12-24,1.94,3.82,0.0,55.83796664019063,-2.211294935622824,-1.2229295658547645,-0.6036341125012266,0.42197645618597024,-2.8986838312440733
2009-12-25,,,0.0,0.0,,,,,
2009-12-28,1.93,3.85,0.0,55.59968228752978,-2.208909162507584,-1.2170818201391853,-0.6129032093140571,0.3610809040394034,-2.8919869804962364
2009-12-29,1.91,3.82,0.0,55.44082605242255,-2.2938062797800773,-1.2217325990624945,-0.6262934451364865,0.33441712364812415,-2.9069261050874564
2009-12-30,1.9,3.8,0.0,55.36139793486894,-2.284623786385466,-1.2192524369972761,-0.6336631249502047,0.32900326453739237,-2.8527701522305806
2009-12-31,1.9,3.85,0.0,55.36139793486894,-2.184663504399365,-1.209845861005611,-0.6350090891803207,0.3443135632244012,-2.8436900730292782
2010-01-01,,,0.0,0.0,,,,,
2010-01-04,1.88,3.85,0.0,54.964257347100876,-2.2627318269572774,-1.2113042751873844,-0.6503751603184307,0.321012846246596,-2.8571437920702287
2010-01-05,1.85,3.77,0.0,54.805401111993646,-2.3922085145933454,-1.223099956007612,-0.6698287039167371,0.30200025790179197,-2.8663082482706335
2010-01-06,1.83,3.85,0.0,54.646544876886416,-2.4255966698221423,-1.227807656523878,-0.6831913848633964,0.2834904723027494,-2.863283746254764
2010-01-07,1.81,3.85,0.0,54.5671167593328,-2.4515260723640964,-1.2324573272208499,-0.6965353394846963,0.26525206537427115,-2.8480288726794023
2010-01-08,1.78,3.83,0.0,54.40826052422557,-2.5313675518813588,-1.2440096991448508,-0.7159393404564139,0.2536146760859408,-2.820625763887735
2010-01-11,1.76,3.85,0.0,54.24940428911835,-2.522707583106701,-1.2483287859305323,-0.7292656799023948,0.2424802561506736,-2.7815251602124373
2010-01-12,1.76,3.74,0.0,54.16997617156474,-2.379646210607397,-1.2385440337066873,-0.730456103562537,0.24550846292278838,-2.7616667390139984
2010-01-13,1.76,3.8,0.0,54.09054805401112,-2.2534020387396003,-1.2288275419478474,-0.7316488505854664,0.2484558721203658,-2.735891272429371
2010-01-14,1.76,3.76,0.0,54.011119936457504,-2.138538930042725,-1.219161462012736,-0.732843930577738,0.25811498666316024,-2.7042723109391327
2010-01-15,1.77,3.7,1.593625498007968,54.24940428911835,-1.9735280612602841,-1.2025888995550682,-0.727971626189999,0.26796597363195906,-2.697515255047008
2010-01-18,1.77,,1.593625498007968,54.16997617156474,-1.8843176927558805,-1.193220265691099,-0.729195389129109,0.2772932399736936,-2.6846504384423
2010-01-19,1.78,3.73,2.3904382470119523,54.32883240667196,-1.7410875024496255,-1.176876788247996,-0.7243276157037921,0.2935756770932618,-2.659737816236463
2010-01-20,1.78,3.68,2.3904382470119523,54.24940428911835,-1.6689228142205397,-1.1677396415907646,-0.7255332320593262,0.30264567314410784,-2.64717407882614
2010-01-21,1.79,3.62,3.5856573705179287,54.40826052422557,-1.5427010114338997,-1.1515950378337778,-0.7206543750142055,0.31215170189009944,-2.616518515258348
2010-01-22,1.8,3.62,3.9840637450199203,54.48768864177919,-1.4256367812300004,-1.1355337388009692,-0.715781778721504,0.31506619955372583,-2.57399349085891
2010-01-25,1.82,3.66,4.780876494023905,54.5671167593328,-1.2568041482029775,-1.1125305870988271,-0.7048041612339282,0.3251955408349241,-2.549903619924599
2010-01-26,1.82,3.65,4.780876494023905,54.48768864177919,-1.2146733081741476,-1.103853604140556,-0.7060363648965767,0.3212707724448052,-2.5260692977568606
2010-01-27,1.82,3.66,4.780876494023905,54.40826052422557,-1.1745173206411883,-1.0953019576311993,-0.7072710663928584,0.3175425249728572,-2.5386128850004086
2010-01-28,1.83,3.68,5.9760956175298805,54.5671167593328,-1.0772919466055033,-1.079734954215762,-0.7023840044704142,0.314774459932895,-2.5268714146044093
2010-01-29,1.83,3.63,5.9760956175298805,54.48768864177919,-1.0428278477599717,-1.07140672942193,-0.7036316267321578,0.31189158514866033,-2.521321281409456
2010-01-31,1.81,,4.382470119521913,54.09054805401112,-1.12852104123628,-1.0774559049402033,-0.7171169459259532,0.29480278436828966,-2.552028929397445
2010-02-01,1.84,3.68,7.569721115537849,54.72597299444003,-0.9133148996787084,-1.0479250662758544,-0.6999877569279316,0.3200615700966607,-2.5639033560654187
2010-02-02,1.82,3.67,5.179282868525896,54.09054805401112,-1.0040080133328915,-1.0543550759401707,-0.7135039493866895,0.30292496475708774,-2.582255806426099
2010-02-03,1.82,3.73,5.179282868525896,54.011119936457504,-0.9719182971334418,-1.0466416519797395,-0.714753904165705,0.3066514859279259,-2.635916358754403
2010-02-04,1.85,3.62,8.764940239043826,54.72597299444003,-0.7582382979090325,-1.0174924404198813,-0.6976001239906677,0.3319855920211552,-2.630573310103699
2010-02-05,1.88,3.59,9.56175298804781,54.88482922954726,-0.546617602701895,-0.9886473098928389,-0.6804579459447865,0.3505165953937416,-2.665070128877016
2010-02-08,1.89,3.62,10.358565737051793,55.04368546465449,-0.46041415533155006,-0.9743837016441549,-0.6755863476260147,0.35470388843089984,-2.6521070991267743
2010-02-09,1.9,3.67,10.756972111553784,55.20254169976172,-0.3738519163304578,-0.9602322132784034,-0.6707354699470844,0.359102323193899,-2.6510439921777715
2010-02-10,1.9,3.72,10.756972111553784,55.123113582208106,-0.3515900310376703,-0.9534980854943117,-0.6720445673965733,0.3629202882663062,-2.656082853334826
2010-02-11,1.91,3.73,12.350597609561753,55.36139793486894,-0.2637790378660557,-0.9393033128904537,-0.6671818689800707,0.3677551552133659,-2.5843783270677436
2010-02-12,1.91,3.69,12.350597609561753,55.281969817315336,-0.24115449511875747,-0.9326938126263002,-0.6684885918228629,0.3651876849016835,-2.625097435448741
2010-02-15,1.9,,10.756972111553784,54.88482922954726,-0.2854157437748673,-0.9337346679269592,-0.6740079356754963,0.3550891164135416,-2.66958973280284
2010-02-16,1.91,3.66,12.749003984063744,55.20254169976172,-0.1932108288395335,-0.920228548196277,-0.6691523821994412,0.35968578699474774,-2.7207536385840134
2010-02-17,1.9,3.74,10.756972111553784,54.72597299444003,-0.2387302904123003,-0.921935659423051,-0.6766539469032068,0.34918451283848406,-2.7544965153637255
2010-02-18,1.88,3.79,9.56175298804781,54.16997617156474,-0.3557051217685685,-0.93151095513812,-0.6903518957219896,0.32420969128693655,-2.79409755841422
2010-02-19,1.86,3.78,9.56175298804781,54.09054805401112,-0.4757225057537978,-0.9416233415211955,-0.7040472200609178,0.3055794522357945,-2.8564933025553128
2010-02-22,1.85,3.8,8.764940239043826,53.77283558379666,-0.5248379804564051,-0.9443879086100806,-0.7115496728234323,0.2944052965718289,-2.8658949051527753
2010-02-23,1.84,3.69,8.366533864541832,53.61397934868943,-0.5768174914988055,-0.9474048515607487,-0.7190518126996825,0.2628760602533171,-2.869492842423405
2010-02-24,1.84,3.7,8.366533864541832,53.53455123113582,-0.5539167551473251,-0.9428351405171684,-0.7203385543418938,0.2456481649301432,-2.861161383751683
2010-02-25,1.85,3.64,9.56175298804781,53.693407466243045,-0.44635691334694494,-0.930533218856246,-0.7154244429968805,0.2497145247860154,-2.846727557154081
2010-02-26,1.84,3.61,8.366533864541832,53.375694996028585,-0.5104081291249689,-0.9340878623514368,-0.7229329332664238,0.25152006904036406,-2.8219652473071526
2010-02-28,1.85,,9.9601593625498,53.61397934868943,-0.3915777884611065,-0.9217704867069523,-0.7180310601048939,0.26919939890294464,-2.8022592252635867
2010-03-01,1.86,3.61,11.952191235059761,54.011119936457504,-0.2627261341595964,-0.9096061434905183,-0.7131350778047049,0.2867001245833174,-2.7997718576778015
2010-03-02,1.83,3.62,7.171314741035857,52.8196981731533,-0.5492373919752981,-0.9303867425449386,-0.7331356148758674,0.2712017952558283,-2.810789681755818
2010-03-03,1.83,3.63,7.171314741035857,52.74027005559968,-0.5285495965755029,-0.9268915253181417,-0.7344473452761883,0.26883935811515147,-2.814521145140688
2010-03-04,1.83,3.61,7.171314741035857,52.66084193804607,-0.5081169970682506,-0.9236223736103892,-0.7357619276954785,0.2706302465592123,-2.806919146411385
2010-03-05,1.8,3.69,3.9840637450199203,51.945988880063545,-0.8757570232726469,-0.9460704599876968,-0.7557889756018201,0.25364355937910243,-2.8124847980454946
2010-03-08,1.78,3.72,2.3904382470119523,51.469420174741856,-1.1445141262476028,-0.9607139140299303,-0.7695493337768782,0.24432605002269536,-2.8287818664585247
2010-03-09,1.77,3.71,1.593625498007968,51.151707704527404,-1.2769154727882628,-0.9671300523057152,-0.7770584750472004,0.25688680948242737,-2.8163552911804883
2010-03-10,1.76,3.73,0.0,50.75456711675933,-1.409082780146562,-0.9739136582066742,-0.7845657168096017,0.2578269010719,-2.804131938849909
2010-03-11,1.75,3.73,0.0,50.675138999205714,-1.5433249941248977,-0.9814131252195151,-0.7920708648827766,0.2484467965874393,-2.820013069578292
2010-03-12,1.74,3.71,0.0,50.43685464654488,-1.6862190940064898,-0.9886299941577041,-0.7995737221973145,0.2323258952964773,-2.746681663134183
2010-03-15,1.73,3.71,0.0,50.35742652899127,-1.8180580888645916,-0.9963913236950841,-0.8070740888051402,0.22932184490871843,-2.746452448719951
2010-03-16,1.72,3.66,0.0,50.11914217633042,-1.9428312379133101,-1.0044598210887299,-0.8145717618898476,0.21891223659197,-2.7240881360928606
2010-03-17,1.71,3.65,0.0,50.03971405877681,-2.0466969924059617,-1.01307041394845,-0.8220665357779525,0.2148267015097527,-2.718625043978858
2010-03-18,1.69,3.68,0.0,49.88085782366958,-2.298219872120574,-1.0317343091011455,-0.8358332303847544,0.18669543197279048,-2.7084934452531515
2010-03-19,1.68,3.7,0.0,49.80142970611596,-2.353001459191137,-1.0412977854451706,-0.8433291323510176,0.18163178040959393,-2.692311029362758
2010-03-22,1.68,3.67,0.0,49.72200158856236,-2.2350093299171063,-1.04134123074654,-0.8445381430825875,,-2.664544328276857
2010-03-23,1.68,3.69,0.0,49.64257347100874,-2.1415725397393617,-1.0412280424648193,-0.8457495435668474,0.17585377767436605,-2.615021906991082
2010-03-24,1.66,3.84,0.0,49.48371723590151,-2.3251011762937264,-1.0570391970853688,-0.8595470767246258,0.1646934019771258,
2010-03-25,1.64,3.91,0.0,49.4042891183479,-2.4702012410111833,-1.077781859077022,-0.87333418883793,0.14147057792025408,-2.6183028860315707
2010-03-26,1.63,3.86,0.0,49.32486100079428,-2.4591090083973794,-1.0886010843121552,-0.8808287872810167,0.1212447766934559,-2.586697115073738
2010-03-29,1.63,3.88,0.0,49.24543288324067,-2.32887128992678,-1.0890054364349298,-0.8819967172655206,,-2.5435930483961866
2010-03-30,1.63,3.88,0.0,49.166004765687056,-2.203538469926164,-1.0892926517560184,-0.8831852763969319,0.12201162343136596,-2.5008419680324265
2010-03-31,1.61,3.84,0.0,49.007148530579826,-2.3178999894452423,-1.1110682349142877,-0.8970002765563443,0.11203172109332415,-2.4655601720180513
2010-04-01,1.61,3.89,0.0,48.92772041302621,-2.186699662169156,-1.111393701454493,-0.8981712968013261,0.11641395506938501,-2.439819038036104
2010-04-02,,3.96,0.0,0.0,,,,,
2010-04-05,1.59,4.01,0.0,48.689436060365374,-2.26725423855811,-1.1408031186334522,-0.9119845554789218,0.10320658051139864,-2.4166348370004638
2010-04-06,1.57,3.98,0.0,48.054011119936455,-2.3488742769021496,-1.1653229313926834,-0.9257847256375541,0.08300585453784892,-2.409388926771528
2010-04-07,1.58,3.89,0.398406374501992,48.212867355043684,-2.1232735609545528,-1.1553592380429876,-0.9205695834726811,0.08318479566369974,-2.3778146319618902
2010-04-08,1.58,3.91,0.398406374501992,48.13343923749007,-2.0208041624413253,-1.1575175461291098,-0.9216769090151461,0.07130999581873754,-2.363593499326027
2010-04-09,1.57,3.9,0.0,47.81572676727562,-2.020016881085915,-1.1720483709903295,-0.9291214688064313,0.04711309102240646,-2.3449286777659264
2010-04-12,1.56,3.87,0.0,47.57744241461477,-2.0137762197945364,-1.1865724681757845,-0.9365597055086721,0.016016431379283658,-2.3046833329146423
2010-04-13,1.55,3.84,0.0,47.49801429706116,-2.004715594800418,-1.2000908658112526,-0.9439913685642949,-0.006870600120153503,-2.2266845440241796
2010-04-14,1.53,3.88,0.0,47.1803018268467,-2.073758224064068,-1.226396155790245,-0.9577621976885475,-0.04951936754224895,-2.204255392317881
2010-04-15,1.52,3.86,0.0,47.10087370929309,-2.0500035762246975,-1.2405403193863624,-0.9651476135760596,-0.07280067779559785,-2.1918718738958076
2010-04-16,1.53,3.79,0.398406374501992,47.10087370929309,-1.872219490626135,-1.2284583772497328,-0.9598001132962606,-0.07686333941595502,-2.14515345065723
2010-04-19,1.53,3.83,0.398406374501992,47.02144559173947,-1.7884707924055196,-1.2290359480708435,-0.9608200702529084,-0.09350220926987429,-2.104968539605378
2010-04-20,1.52,3.82,0.0,46.86258935663225,-1.7857816881775097,-1.2421014032547568,-0.9682015920454672,-0.1295708161559297,-2.049621877986949
2010-04-21,1.51,3.77,0.0,46.70373312152502,-1.7815758874751098,-1.2546558169861772,-0.9755750815750447,-0.15080221284562123,-2.0053165539462774
2010-04-22,1.52,3.8,0.398406374501992,46.78316123907864,-1.634554697970269,-1.240389434894387,-0.9702267175247311,-0.1450874772631876,-1.9972178739649546
2010-04-23,1.51,3.84,0.0,46.54487688641779,-1.6402845997014857,-1.2540265031832452,-0.9776301673598327,-0.17429154896748322,-1.9910442231890595
2010-04-26,1.52,3.83,0.796812749003984,46.70373312152502,-1.5064539519777607,-1.2401964655785662,-0.9722780552951701,-0.16878973615663617,-1.9829889675402708
2010-04-27,1.54,3.71,3.5856573705179287,47.25972994440032,-1.313012789334616,-1.2125343372628363,-0.960559338330451,-0.13507843232263306,-1.9739899438447406
2010-04-28,1.55,3.8,3.9840637450199203,47.41858617950754,-1.1995664286983974,-1.1993493527967893,-0.9552419556045912,-0.15142428652093498,-1.9605541261380035
2010-04-29,1.55,3.76,3.9840637450199203,47.33915806195393,-1.1604021789500405,-1.2010045887262122,-0.9563011429238968,-0.14664951278604144,-1.948104785046776
