date,hy_oas_raw,us_10y,hy_spread_pctl_1y,hy_spread_pctl_5y,hy_spread_zscore_3m,hy_spread_zscore_1y,hy_spread_zscore_3y,hy_spread_delta_zscore_3m,hy_spread_delta_zscore_1y
2014-08-07,4.2,2.43,66.13545816733067,13.18506751389992,2.3995707249144247,0.469954150936068,-0.8580274314624459,1.8588829905045656,0.1842577445009188
2014-08-08,4.2,2.44,66.13545816733067,13.18506751389992,2.2662683168334654,0.4790625302369143,-0.85627320682539,1.7901631454737894,0.16338215746028806
2014-08-11,4.12,2.44,61.354581673306775,12.231930103256552,1.851006955026737,0.2776492104510582,-0.9202336839646635,1.468503849535091,0.09709657876053812
2014-08-12,4.07,2.46,57.37051792828686,11.437648927720414,1.5915070748953815,0.1547629972086143,-0.9599481452683389,1.3576418299924358,-0.015458356483986191
2014-08-13,4.03,2.43,55.77689243027888,11.119936457505956,1.3898691826697722,0.05636673765110035,-0.9920149297469721,1.271090805554522,0.0007004046052981883
2014-08-14,3.97,2.4,52.589641434262944,10.484511517077046,1.1257187248412321,-0.09747168658090712,-1.0415207303082832,1.0854980521234914,-0.04105063171176049
2014-08-15,3.97,2.34,52.589641434262944,10.484511517077046,1.1029448827868313,-0.09727469093310534,-1.042361032995528,1.0772620288687176,
2014-08-18,3.89,2.39,47.01195219123506,9.37251787132645,0.7780416101790282,-0.3079897430931134,-1.110145768935861,0.8367600430976689,-0.13310175119409529
2014-08-19,3.85,2.4,42.62948207171315,8.498808578236696,0.6155199341705474,-0.41139907886963395,-1.1440760016571765,0.7244393401862994,-0.07880576276869178
2014-08-20,3.79,2.43,36.254980079681275,7.227958697378872,0.3800327298647082,-0.5711230497903803,-1.1947824409366727,0.5557751481192825,-0.08175704732237721
2014-08-21,3.81,2.41,39.8406374501992,7.942811755361398,0.4546553759287714,-0.5093569804532883,-1.1777669038176222,0.6541133523712985,-0.0170856077319701
2014-08-22,3.79,2.4,36.254980079681275,7.227958697378872,0.3772163015108972,-0.5590807443178168,-1.1943255912763973,0.5079513010830842,-0.07628521478575023
2014-08-25,3.77,2.39,30.278884462151396,6.036536934074663,0.2997238709399313,-0.609207475759735,-1.2103378490249626,0.495445558456304,-0.12479000409551322
2014-08-26,3.78,2.39,33.46613545816733,6.671961874503573,0.33677879697210605,-0.5747418295355013,-1.2005886328956903,0.589217624293114,-0.05744589376140974
2014-08-27,3.81,2.37,41.03585657370518,8.18109610802224,0.4446266154819564,-0.48312674164277364,-1.1732450344475005,0.8506705678527127,-0.06283118388407338
2014-08-28,3.82,2.34,42.23107569721115,8.419380460683081,0.4702161959584312,-0.4481993984861931,-1.163145238257651,1.0093089800518626,-0.03542467038674668
2014-08-29,3.8,2.35,39.8406374501992,7.942811755361398,0.3793842629925189,-0.49960641525814875,-1.179053514697616,0.9901360843551694,-0.04406617397137014
2014-08-31,3.84,,45.0199203187251,8.975377283558378,0.5195455377587594,-0.377457614849373,-1.1425135821160293,1.1033188704180588,0.04954745218032097
2014-09-01,3.84,,45.0199203187251,8.975377283558378,0.5038870397405601,-0.3710409167094526,-1.140695105792889,1.1004960922224523,-0.00132959042967995
2014-09-02,3.8,2.42,39.8406374501992,7.942811755361398,0.3324418135705892,-0.48206023271396026,-1.1735266309156154,1.1207230555722203,-0.11635102165105726
2014-09-03,3.83,2.41,45.0199203187251,8.975377283558378,0.43104161033031674,-0.38720748269294775,-1.1449363348226484,1.2794209771843397,0.06905003757624462
2014-09-04,3.85,2.45,47.410358565737056,9.451945988880063,0.48847360919500044,-0.3214001394599399,-1.1250917429895926,1.430686407265065,0.05641314291962374
2014-09-05,3.93,2.46,55.77689243027888,11.119936457505956,0.7782729817762873,-0.07475649658494671,-1.0525042233388602,1.6695648583058194,0.06675938786435731
2014-09-08,3.92,2.48,53.78486055776892,10.722795869737887,0.7142271626381446,-0.09690848570171,-1.0586712343188127,1.5462650354638348,0.008547428164148219
2014-09-09,3.93,2.5,56.17529880478087,11.19936457505957,0.7287488989571242,-0.0577267004688527,-1.0472737167233863,1.6481975522939216,-0.031880880250333865
2014-09-10,4.01,2.54,62.94820717131474,12.54964257347101,1.016807372259906,0.19844667814575473,-0.9744663697437154,1.9891229366568615,0.04884268800384339
2014-09-11,4.05,2.54,66.13545816733067,13.18506751389992,1.1437892527705709,0.3355063886403044,-0.937235186474893,2.2098581536285966,0.024392226585561727
2014-09-12,4.03,2.62,64.14342629482071,12.787926926131851,1.0318809034407255,0.2872497742623891,-0.952923355983649,2.1049481894903326,-0.0725471164024224
2014-09-15,4.06,2.6,66.93227091633466,13.343923749007146,1.122674556215333,0.3979877822129472,-0.924259429128812,2.2535595739836785,0.0038305320214522265
2014-09-16,4.1,2.6,70.5179282868526,14.058776806989675,1.2556561012556948,0.5443751003213141,-0.8867029316255735,2.4578004895199945,0.03949166074433852
2014-09-17,4.05,2.62,66.53386454183267,13.264495631453535,1.0215892997081653,0.3949022528012109,-0.9291626481631383,2.320821157799613,0.024671749953427247
